"School Name","Official School Name","Address Line1","Address Line2","City","State","Zip Code 5","Zip Code 4","Mailing Address Line1","Mailing Address Line2","Mailing City","Mailing State","Mailing Zip Code 5","Mailing Zip Code 4","LEA Number","School Number","Federal School Number"
"Scotts Creek School","Scotts Creek School","516 Parris Branch","-","Sylva","NC","28779","9083","-","-","-","-","-","-","500","500332","370234001007"
"Smokey Mountain Elementary","Smokey Mountain Elementary","884 US Hwy 441N","-","Whittier","NC","28789","9790","-","-","-","-","-","-","500","500337","370234002067"
"Smoky Mountain High School","Smoky Mountain High School","100 Smoky Mountain Drive","-","Sylva","NC","28779","5600","-","-","-","-","-","-","500","500340","370234001008"
"Summit Charter","Summit Charter School","370 Mitten Lane","-","Cashiers","NC","28717","-","-","-","-","-","-","-","50A","50A000","370002902321"
"Catamount School","Catamount School","1 University Drive Reid 100","-","Cullowhee","NC","28723","-","-","-","-","-","-","-","50Z","50Z000","370042103437"
"Benson Elementary","Benson Elementary","2040 Hwy 50 N","-","Benson","NC","27504","6570","-","-","-","-","-","-","510","510308","370237001009"
"Benson Middle","Benson Middle","1600 N Wall Street","-","Benson","NC","27504","1717","-","-","-","-","-","-","510","510310","370237000582"
"Choice Plus Academy","Choice Plus Academy","211 East Rose Street ","-","Smithfield","NC","27577","-","-","-","-","-","-","-","510","510323","370237003545"
"Clayton High","Clayton High","600 S Fayetteville St","-","Clayton","NC","27520","2548","-","-","-","-","-","-","510","510324","370237001012"
"Johnston County Schools Career Technical","Johnston County Schools Career Technical Leadership Academy","245 College Road","-","Smithfield","NC","27577","-","PO Box 2350","-","Smithfield","NC","27577","-","510","510325","370237003408"
"West Clayton Elementary","West Clayton Elementary","1012 S Lombard St","-","Clayton","NC","27520","2810","-","-","-","-","-","-","510","510326","370237001013"
"Cleveland High","Cleveland High School","1892 Polenta Rd","-","Clayton","NC","27520","-","-","-","-","-","-","-","510","510327","370237003215"
"Cleveland Elementary","Cleveland Elementary","10225 Cleveland Rd","-","Clayton","NC","27520","9861","-","-","-","-","-","-","510","510328","370237001014"
"Cleveland Middle","Cleveland Middle","2323 Cornwallis Road","-","Garner","NC","27529","8019","-","-","-","-","-","-","510","510329","370237001173"
"Cooper Academy","Cooper Academy","849 North Mial St","-","Clayton","NC","27520","1828","-","-","-","-","-","-","510","510330","370237000810"
"Corinth-Holders Elementary","Corinth-Holders Elementary","3976 NC 231","-","Zebulon","NC","27597","9600","-","-","-","-","-","-","510","510332","370237001015"
"Corinth Holders High","Corinth Holders High School","6875 Applewhite Rd","-","Wendell","NC","27591","-","-","-","-","-","-","-","510","510333","370237003225"
"Dixon Road Elementary","Dixon Road Elementary","835 Dixon Road","-","Willow Spring","NC","27592","-","-","-","-","-","-","-","510","510334","370237002856"
"East Clayton Elementary","East Clayton Elementary","2075 NC Highway 42 East","-","Clayton","NC","27527","9114","-","-","-","-","-","-","510","510336","370237002322"
"Four Oaks Elementary","Four Oaks Elementary","180 Hatcher St","-","Four Oaks","NC","27524","8795","-","-","-","-","-","-","510","510340","370237001016"
"Four Oaks Middle","Four Oaks Middle","1475 Boyette Road","-","Four Oaks","NC","27524","7986","-","-","-","-","-","-","510","510342","370237002304"
"Micro Elementary","Micro Elementary School","301 E Main St","-","Micro","NC","27555","-","PO Box 99","-","Micro","NC","27555","-","510","510343","370237003395"
"North Johnston Middle","North Johnston Middle","435 Oil Company Road","-","Micro","NC","27555","-","PO Box 69","-","Micro","NC","27555","0069","510","510344","370237001017"
"Glendale-Kenly Elementary","Glendale-Kenly Elementary","2001 Bay Valley Rd","-","Kenly","NC","27542","-","-","-","-","-","-","-","510","510356","370237001018"
"McGee's Crossroads Elem","McGee's Crossroads Elementary","10330 NC Hwy 50 North","-","Angier","NC","27501","8141","-","-","-","-","-","-","510","510358","370237002389"
"McGee's Crossroads Middle","McGee's Crossroads Middle","13353 NC Highway 210","-","Benson","NC","27504","8141","-","-","-","-","-","-","510","510359","370237002671"
"Meadow School","Meadow School","7507 NC Hwy 50 S","-","Benson","NC","27504","9527","-","-","-","-","-","-","510","510360","370237001019"
"Archer Lodge Middle","Archer Lodge Middle","762 Wendell Rd","-","Wendell","NC","27591","-","-","-","-","-","-","-","510","510364","370237002998"
"JCPS Virtual Academy","JCPS Virtual Academy","1455 Buffalo Rd","-","Smithfield","NC","27577","-","PO Box 1336","-","Smithfield","NC","27577","-","510","510365","370237003583"
"Johnston Co Early College Academy","Johnston County Early College Academy","245 College Rd","-","Smithfield","NC","27577","-","PO Box 1336","-","Smithfield","NC","27577","-","510","510367","370237003116"
"North Johnston High","North Johnston High","5915 US Hwy 301 N","-","Kenly","NC","27542","-","PO Box 339","-","Kenly","NC","27542","0339","510","510368","370237001021"
"Pine Level Elementary","Pine Level Elementary","304 West Blanche Street"," PO Box 69","Pine Level","NC","27568","-","PO Box 69","-","Pine Level","NC","27568","0069","510","510372","370237001022"
"Powhatan Elementary","Powhatan Elementary","3145 Vinson Rd","-","Clayton","NC","27527","-","-","-","-","-","-","-","510","510373","370237003113"
"Princeton Elementary","Princeton Elementary","650 Holt's Pond Rd","-","Princeton","NC","27569","-","-","-","-","-","-","-","510","510374","370237003117"
"Princeton High","Princeton Middle/High","101 Dr Donnie H Jones Jr Blvd","-","Princeton","NC","27569","-","PO Box 38","-","Princeton","NC","27569","0038","510","510376","370237001023"
"River Dell Elementary","River Dell Elementary","12100 Buffalo Road","-","Clayton","NC","27527","-","-","-","-","-","-","-","510","510377","370237002672"
"Riverwood Elementary","Riverwood Elementary","108 Athletic Club Blvd","-","Clayton","NC","27527","5759","-","-","-","-","-","-","510","510378","370237002529"
"Riverwood Middle","Riverwood Middle","204 Athletic Club Blvd","-","Clayton","NC","27527","5761","-","-","-","-","-","-","510","510379","370237002587"
"The Innovation Academy at South Campus","The Innovation Academy at South Campus","521 Martin Luther King Dr","-","Smithfield","NC","27577","-","-","-","-","-","-","-","510","510382","370237003441"
"Thanksgiving Elementary","Thanksgiving Elementary School","1161 Lynch Rd","-","Selma","NC","27576","-","-","-","-","-","-","-","510","510383","370237003577"
"Selma Elementary","Selma Elementary","311 W Richardson St","-","Selma","NC","27576","2548","-","-","-","-","-","-","510","510388","370237001025"
"Selma Middle School","Selma Middle School","1533 Hwy 301 N","-","Selma","NC","27576","9998","-","-","-","-","-","-","510","510390","370237000811"
"West Smithfield Elementary","West Smithfield Elementary","2665 Galilee Road","-","Smithfield","NC","27577","4463","-","-","-","-","-","-","510","510396","370237001026"
"Smithfield Middle","Smithfield Middle","1455 Buffalo Rd","-","Smithfield","NC","27577","7440","-","-","-","-","-","-","510","510397","370237001027"
"Smithfield-Selma High","Smithfield-Selma High","700 M. Durwood Stephenson Parkway","-","Smithfield","NC","27577","1497","-","-","-","-","-","-","510","510399","370237001028"
"South Johnston High","South Johnston High","10381 US Hwy 301 S","-","Four Oaks","NC","27524","9803","-","-","-","-","-","-","510","510402","370237001029"
"South Smithfield Elementary","South Smithfield Elementary","201 W Sanders St","-","Smithfield","NC","27577","3717","-","-","-","-","-","-","510","510404","370237001030"
"West Johnston High","West Johnston High","5935 Raleigh Road","-","Benson","NC","27504","7140","-","-","-","-","-","-","510","510406","370237002635"
"Wilson's Mills Elementary","Wilson's Mills Elementary","4654 Wilson's Mills Rd","-","Wilson's Mills","NC","27593","-","PO Box 176","-","Wilson's Mills","NC","27593","0176","510","510408","370237001032"
"Polenta Elementary","Polenta Elementary","105 Josephine Road","-","Garner","NC","27529","9618","-","-","-","-","-","-","510","510410","370237002588"
"Swift Creek Middle","Swift Creek Middle School","325 Norris Rd","-","Clayton","NC","27520","-","-","-","-","-","-","-","510","510411","370237003424"
"Clayton Middle","Clayton Middle","490 Guy Rd","-","Clayton","NC","27520","7205","-","-","-","-","-","-","510","510412","370237001031"
"West View Elementary","West View Elementary","11755 Cleveland Road","-","Garner","NC","27529","-","-","-","-","-","-","-","510","510414","370237002907"
"Neuse Charter School","Neuse Charter School of Johnston County","909 M. Durwood Stephenson Parkway","-","Smithfield","NC","27577","-","909 M. Durwood Stephenson Parkway","-","Smithfield","NC","27577","-","51A","51A000","370014402925"
"Johnston Charter Academy","Johnston Charter Academy","40 Scholar Drive","-","Clayton","NC","27520","-","40 Scholar Drive","-","Clayton","NC","27520","-","51B","51B000","370043003449"
"American Leadership Academy - Johnston","American Leadership Academy - Johnston","3770 US-70 BUS","-","Clayton","NC","27520","-","10320 Durant Rd. Suite 101 ","-","Raleigh ","NC","27614","-","51C","51C000","370047703615"
"Pollocksville Elementary","Pollocksville Elementary","300 Trent St","-","Pollocksville","NC","28573","-","PO Box 70","-","Pollocksville","NC","28573","0070","520","520304","370240001037"
"Comfort Elementary","Comfort Elementary","4384 Hwy 41 West","-","Comfort","NC","28585","-","PO Box 188","-","Comfort","NC","28522","0188","520","520308","370240001033"
"Maysville Elementary","Maysville Elementary","814 Sixth Street","-","Maysville","NC","28555","-","PO Box 1029","-","Maysville","NC","28555","1029","520","520328","370240001036"
"Trenton Elementary","Trenton Elementary","1378 Hwy 58 South","-","Trenton","NC","28585","-","-","-","-","-","-","-","520","520336","370240001038"
"Jones Senior High School","Jones Senior High School","1378 Hwy 58 South","-","Trenton","NC","28585","7644","-","-","-","-","-","-","520","520344","370240003496"
"BT Bullock Elementary ","Benjamin T. Bullock Elementary School ","1410 McNeill Road","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530302","370256002390"
"Bragg Street Academy","Bragg Street Academy ","504 Bragg Street","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530306","370256001584"
"Broadway Elementary","Broadway Elementary School","307 S Main St","-","Broadway","NC","27505","-","-","-","-","-","-","-","530","530308","370256001074"
"Deep River Elementary","Deep River Elementary School ","4000 Deep River Rd","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530312","370256001075"
"East Lee Middle","East Lee Middle School","1337 Broadway Rd","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530314","370256001076"
"Floyd L Knight Children Center","Floyd L. Knight, The Children's Center ","607 W McIntosh St","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530316","370256001077"
"Greenwood Elementary","Greenwood Elementary School ","1127 Greenwood Rd","-","Sanford","NC","27330","-","PO Box 9","-","Lemon Springs","NC","28355","0009","530","530320","370256002305"
"Lee Early College","Lee Early College ","1105 Kelly Drive","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530335","370256002868"
"Lee County High","Lee County High School ","1708 Nash Street","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530336","370256001080"
"J Glenn Edwards Elementary","J. Glenn Edwards Elementary School ","3115 Cemetery Rd","-","Sanford","NC","27332","-","-","-","-","-","-","-","530","530340","370256002209"
"SanLee Middle School","SanLee Middle School ","2309 Tramway Rd","-","Sanford","NC","27332","-","-","-","-","-","-","-","530","530341","370256003036"
"Southern Lee High School","Southern Lee High School ","2301 Tramway Road","-","Sanford","NC","27332","-","-","-","-","-","-","-","530","530343","370256002781"
"Tramway Elementary","Tramway Elementary School ","360 Center Church Road","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530346","370256002391"
"J R Ingram Jr Elementary","JR Ingram, Jr. Elementary School ","3309 Wicker St","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530354","370256002210"
"West Lee Middle","West Lee Middle School ","3301 Wicker St","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530356","370256001085"
"WB Wicker Elementary","WB Wicker Elementary School","900 S Vance St","-","Sanford","NC","27330","-","-","-","-","-","-","-","530","530360","370256003492"
"Ascend Leadership Academy: Lee County","Ascend Leadership Academy: Lee County","283 Harvey Faulk Road","-","Sanford","NC","27332","-","-","-","-","-","-","-","53B","53B000","370043803459"
"Ascend Leadership Remote Academy","Ascend Leadership Remote Academy: Lee County","283 Harvey Faulk Rd","-","Sanford","NC","27332","-","-","-","-","-","-","-","53B","53B310","370043803678"
"Rising Leaders Academy ","Rising Leaders Academy ","2732 Industrial Drive","-","Sanford","NC","27332","-","2732 Industrial Dr","-","Sanford","NC","27332","-","53C","53C000","370046603530"
"Central Carolina Academy","Central Carolina Academy","1801 Douglas Drive","-","Sanford","NC","27330","-","PO Box 2753","-","Sanford","NC","27330","-","53D","53D000","370047803616"
"Banks Elementary","Banks Elementary","2148 Falling Creek Rd","-","Kinston","NC","28504","-","-","-","-","-","-","-","540","540304","370261001086"
"Contentnea-Savannah School","Contentnea-Savannah School","3400 Ferrell Road","-","Kinston","NC","28501","-","-","-","-","-","-","-","540","540308","370261001087"
"E B Frink Middle","E B Frink Middle","102 N Martin Luther King Jr Dr","-","La Grange","NC","28551","1441","-","-","-","-","-","-","540","540312","370261001088"
"Kinston High","Kinston High","2601 N Queen St","-","Kinston","NC","28501","1799","-","-","-","-","-","-","540","540315","370261000585"
"La Grange Elementary","La Grange Elementary","402 W Railroad St","-","La Grange","NC","28551","1640","-","-","-","-","-","-","540","540316","370261001089"
"Lenoir County Early College High","Lenoir County Early College High","231 Hwy 58 South","-","Kinston","NC","28502","-","-","-","-","-","-","-","540","540317","370261002831"
"Lenoir County Learning Academy","Lenoir County Learning Academy","2529 Cedar Dell Lane","Haigler-Overcash Education Center","Kinston","NC","28504","-","-","-","-","-","-","-","540","540318","370261001586"
"Moss Hill Elementary","Moss Hill Elementary","6040 Hwy 55 West","-","Kinston","NC","28504","-","-","-","-","-","-","-","540","540320","370261001090"
"North Lenoir High","North Lenoir High","2400 Institute Road","-","La Grange","NC","28551","9801","-","-","-","-","-","-","540","540324","370261001091"
"Northeast Elementary","Northeast Elementary","1002 E Highland Ave","-","Kinston","NC","28501","3114","-","-","-","-","-","-","540","540325","370261003143"
"Northwest Elementary","Northwest Elementary","1701 Old Well Rd","-","Kinston","NC","28504","-","-","-","-","-","-","-","540","540326","370261000586"
"Pink Hill Elementary","Pink Hill Elementary","2666 HC Turner Road","-","Pink Hill","NC","28572","-","-","-","-","-","-","-","540","540328","370261001092"
"Rochelle Middle","Rochelle Middle","301 N Rochelle Blvd","-","Kinston","NC","28501","5240","-","-","-","-","-","-","540","540330","370261000589"
"South Lenoir High","South Lenoir High","3355 Old Hwy 11 South","-","Deep Run","NC","28525","-","-","-","-","-","-","-","540","540336","370261001094"
"Southeast Elementary","Southeast Elementary","201 McDaniels Street","-","Kinston","NC","28501","-","-","-","-","-","-","-","540","540338","370261000596"
"Southwood Elementary","Southwood Elementary","1245 Hwy 58 South","-","Kinston","NC","28504","-","-","-","-","-","-","-","540","540340","370261001095"
"Woodington Middle","Woodington Middle","4939 Hwy 258 South","-","Kinston","NC","28504","-","-","-","-","-","-","-","540","540344","370261001096"
"Asbury Academy","Asbury Academy","221 Salem Church Road","-","Lincolnton","NC","28092","-","-","-","-","-","-","-","550","550308","370268002392"
"Battleground Elementary","Battleground Elementary School","301 Jeb Seagle Dr","-","Lincolnton","NC","28092","2167","-","-","-","-","-","-","550","550312","370268001108"
"Catawba Springs Elementary","Catawba Springs Elementary ","206 North Little Egypt Rd","-","Denver","NC","28037","9509","-","-","-","-","-","-","550","550314","370268002163"
"GE Massey Elementary","GE Massey Elementary ","130 Newbold St","-","Lincolnton","NC","28092","3996","-","-","-","-","-","-","550","550316","370268001109"
"East Lincoln High","East Lincoln High ","6471 Hwy 73","-","Denver","NC","28037","9527","-","-","-","-","-","-","550","550320","370268001110"
"East Lincoln Middle","East Lincoln Middle ","4137 Hwy 73","-","Iron Station","NC","28080","7709","-","-","-","-","-","-","550","550322","370268001111"
"Iron Station Elementary","Iron Station Elementary","4207 Hwy 27 E","-","Iron Station","NC","28080","8701","-","-","-","-","-","-","550","550328","370268001113"
"LCST","Lincoln County School of Technology","1 Timken Dr","-","Lincolnton","NC","28092","-","-","-","-","-","-","-","550","550330","370268002196"
"Lincolnton High","Lincolnton High","803 N Aspen St","-","Lincolnton","NC","28092","2142","-","-","-","-","-","-","550","550332","370268001114"
"Lincolnton Middle","Lincolnton Middle","2361 Startown Road","-","Lincolnton","NC","28092","2168","-","-","-","-","-","-","550","550334","370268001115"
"Love Memorial Elementary","Love Memorial Elementary","1463 Love Memorial Sch Rd","-","Lincolnton","NC","28092","9032","-","-","-","-","-","-","550","550336","370268001116"
"Childers Elementary","Norris S Childers Elementary","2595 Rock Dam Road","-","Lincolnton","NC","28092","-","-","-","-","-","-","-","550","550340","370268002851"
"North Brook Elementary","North Brook Elementary","642 Hwy 274","-","Vale","NC","28168","7435","-","-","-","-","-","-","550","550342","370268002197"
"North Lincoln High","North Lincoln High","2737 Lee Lawing Road","-","Lincolnton","NC","28092","-","-","-","-","-","-","-","550","550344","370268002673"
"Pumpkin Center Primary","Pumpkin Center Primary","3970 King Wilkinson Road","-","Lincolnton","NC","28092","-","-","-","-","-","-","-","550","550348","370268002469"
"Pumpkin Center Intermediate","Pumpkin Center Intermediate","3980 King Wilkinson Road","-","Lincolnton","NC","28092","-","-","-","-","-","-","-","550","550349","370268002999"
"North Lincoln Middle","North Lincoln Middle","1503 Amity Church Road","-","Denver","NC","28037","-","-","-","-","-","-","-","550","550350","370268002470"
